story_id,jira_story_key,epic,story_title,story_title_vi,status,sprint,commitment,priority,story_points,start_date,end_date,dependency,spec_ref,task_ids,business_rules,acceptance_criteria,linked_items
CTMS-100,,EPIC 13. SOS and Emergency Management,Broadcast Emergency Alert to a Trip,Broadcast Emergency Alert to a Trip,To Do,Sprint 5,Committed,Must Have,5,2026-09-20,2026-10-03,CTMS-97,/file/spec/ctms-100-broadcast-emergency-alert-to-a-trip.md,,,"The Host selects exactly one managed Trip, enters alert type and content, and the broadcast is saved with trip_id; alerts are sent to Trip members and Porters; area-based targeting is not supported in MVP.",
CTMS-101,,EPIC 14. Real-Time Communication,Automatically Reconnect WebSocket,Automatically Reconnect WebSocket,To Do,Sprint 5,Committed,Must Have,5,2026-09-20,2026-10-03,CTMS-97,/file/spec/ctms-101-automatically-reconnect-websocket.md,,,Reconnect automatically; use backoff; restore rooms; fetch missed events.,
CTMS-102,,EPIC 14. Real-Time Communication,Update Trip Seat Availability in Real Time,Update Trip Seat Availability in Real Time,To Do,Sprint 5,Stretch,Should Have,5,2026-09-20,2026-10-03,"CTMS-40, CTMS-35, CTMS-97",/file/spec/ctms-102-update-trip-seat-availability-in-real-time.md,,,"When booking status is IN (confirmed, cancelled, expired), the frontend receives updated seats_taken and remaining seats; do not display Locked/Released by slot; duplicate events are ignored.",
CTMS-103,,EPIC 14. Real-Time Communication,Measure WebSocket Latency,Measure WebSocket Latency,To Do,Sprint 5,Stretch,Should Have,5,2026-09-20,2026-10-03,CTMS-97,/file/spec/ctms-103-measure-websocket-latency.md,,,"Save sent, received, and acknowledgement times; calculate average, P95, and P99.",
CTMS-104,,EPIC 15. Host Monitoring Dashboard,View Active Trekking Trips on Map,View Active Trekking Trips on Map,To Do,Sprint 5,Committed,Must Have,8,2026-09-20,2026-10-03,"CTMS-19, CTMS-20, CTMS-84",/file/spec/ctms-104-view-active-trekking-trips-on-map.md,,,"Show route, checkpoints, members, Porters, and latest synced locations.",
CTMS-105,,EPIC 15. Host Monitoring Dashboard,Distinguish Real-Time and Last-Seen Data,Distinguish Real-Time and Last-Seen Data,To Do,Sprint 5,Committed,Must Have,3,2026-09-20,2026-10-03,CTMS-104,/file/spec/ctms-105-distinguish-real-time-and-last-seen-data.md,,,Show timestamp clearly; use gray color when data is too old; do not call offline location real-time.,
CTMS-106,,EPIC 15. Host Monitoring Dashboard,View Members Deviating from Route or Behind Schedule,View Members Deviating from Route or Behind Schedule,To Do,Sprint 5,Stretch,Must Have,5,2026-09-20,2026-10-03,"CTMS-75, CTMS-79, CTMS-104",/file/spec/ctms-106-view-members-deviating-from-route-or-behind-schedule.md,,,Show alert list; filter by severity; location can be opened on the map.,
CTMS-107,,EPIC 15. Host Monitoring Dashboard,Manage Trip Incidents,Manage Trip Incidents,To Do,Sprint 5,Stretch,Should Have,5,2026-09-20,2026-10-03,"CTMS-64, CTMS-92",/file/spec/ctms-107-manage-trip-incidents.md,,,Create incidents; assign handling; update status; save action log.,
CTMS-108,,EPIC 15. Host Monitoring Dashboard,"View Booking, Route, Porter, and Alert Overview","View Booking, Route, Porter, and Alert Overview",To Do,Sprint 5,Stretch,Should Have,8,2026-09-20,2026-10-03,"CTMS-42, CTMS-62, CTMS-26, CTMS-92, CTMS-104",/file/spec/ctms-108-view-booking-route-porter-and-alert-overview.md,,,"Dashboard shows key KPIs, today bookings, active trips, SOS, and weather risk.",
CTMS-109,,EPIC 16. Notifications,Receive In-App Notifications,Receive In-App Notifications,To Do,Sprint 5,Committed,Must Have,5,2026-09-20,2026-10-03,CTMS-03,/file/spec/ctms-109-receive-in-app-notifications.md,,,Notifications are stored; read/unread status is shown; each notification links to related content.,
CTMS-110,,EPIC 13. SOS and Emergency Management,Review Missed Alerts After Reconnection,Review Missed Alerts After Reconnection,To Do,Sprint 5,Committed,Must Have,5,2026-09-20,2026-10-03,"CTMS-100, CTMS-109",/file/spec/ctms-110-review-missed-alerts-after-reconnection.md,,,Client loads unread alerts; duplicates are not shown; sent time is marked.,
CTMS-111,,EPIC 16. Notifications,Receive Push Notifications in Background,Receive Push Notifications in Background,To Do,Sprint 5,Stretch,Should Have,8,2026-09-20,2026-10-03,CTMS-109,/file/spec/ctms-111-receive-push-notifications-in-background.md,,,"Receive booking updates, Porter assignments, weather alerts, and SOS; duplicates are not sent.",
CTMS-112,,EPIC 16. Notifications,Configure Normal Notification Types,Configure Normal Notification Types,To Do,Sprint 5,Stretch,Could Have,3,2026-09-20,2026-10-03,CTMS-109,/file/spec/ctms-112-configure-normal-notification-types.md,,,Each type can be enabled or disabled; emergency alerts cannot be disabled while participating in a trip.,
CTMS-113,,EPIC 17. Reviews and Feedback,"Review Campsite, Trip, or Route","Review Campsite, Trip, or Route",To Do,Sprint 5,Stretch,Should Have,5,2026-09-20,2026-10-03,CTMS-49,/file/spec/ctms-113-review-campsite-trip-or-route.md,,,"Only bookings with status = completed can be reviewed; each reviewer can review a target in a booking only once; target_type accepts only campsite, trip, or route; rating is valid and may include a comment.",
CTMS-114,,EPIC 17. Reviews and Feedback,Review Porter After Trip,Review Porter After Trip,To Do,Sprint 5,Stretch,Should Have,3,2026-09-20,2026-10-03,"CTMS-62, CTMS-49",/file/spec/ctms-114-review-porter-after-trip.md,,,Only trip members can review; Porter average rating is updated.,
CTMS-115,,EPIC 17. Reviews and Feedback,Report Incorrect Information or Dangerous Content,Report Incorrect Information or Dangerous Content,To Do,Sprint 5,Stretch,Should Have,5,2026-09-20,2026-10-03,CTMS-03,/file/spec/ctms-115-report-incorrect-information-or-dangerous-content.md,,,Select report type; enter description; Admin can view handling status.,
CTMS-116,,EPIC 18. Reports and Evaluation Metrics,Evaluate Overcapacity Prevention Mechanism,Evaluate Overcapacity Prevention Mechanism,To Do,Sprint 5,Stretch,Must Have,8,2026-09-20,2026-10-03,"CTMS-33, CTMS-35",/file/spec/ctms-116-evaluate-overcapacity-prevention-mechanism.md,,,"Measure zone contention count, lock duration, transaction conflicts, rejected bookings or trip_camp_stays, and overcapacity cases; use zone_lock_events data.",
CTMS-117,,EPIC 18. Reports and Evaluation Metrics,Evaluate GPS Deviation Detection,Evaluate GPS Deviation Detection,To Do,Sprint 5,Stretch,Must Have,8,2026-09-20,2026-10-03,CTMS-75,/file/spec/ctms-117-evaluate-gps-deviation-detection.md,,,"Measure accuracy, false positives, false negatives, and detection time.",
CTMS-118,,EPIC 18. Reports and Evaluation Metrics,Evaluate Buffer and Sync,Evaluate Buffer and Sync,To Do,Sprint 5,Stretch,Must Have,5,2026-09-20,2026-10-03,CTMS-81,/file/spec/ctms-118-evaluate-buffer-and-sync.md,,,"Measure sync success rate, duplicate log count, sync time, and conflict count.",
CTMS-119,,EPIC 18. Reports and Evaluation Metrics,Evaluate AI Survival Assistant,Evaluate AI Survival Assistant,To Do,Sprint 5,Stretch,Must Have,8,2026-09-20,2026-10-03,"CTMS-87, CTMS-86, CTMS-88",/file/spec/ctms-119-evaluate-ai-survival-assistant.md,,,"Measure relevance, retrieval accuracy, latency, offline coverage, and unsafe answer rate.",
CTMS-120,,EPIC 18. Reports and Evaluation Metrics,Compare Weather Risk with Manual Assessment,Compare Weather Risk with Manual Assessment,To Do,Sprint 5,Stretch,Must Have,8,2026-09-20,2026-10-03,CTMS-26,/file/spec/ctms-120-compare-weather-risk-with-manual-assessment.md,,,Provide a test case set; calculate agreement level; record false warnings and missed risks.,
CTMS-121,,EPIC 18. Reports and Evaluation Metrics,Measure WebSocket Latency,Measure WebSocket Latency,To Do,Sprint 5,Stretch,Must Have,5,2026-09-20,2026-10-03,CTMS-103,/file/spec/ctms-121-measure-websocket-latency.md,,,"Record average, P95, and P99; test many concurrent clients; confirm the under-2-second target.",
CTMS-122,,EPIC 18. Reports and Evaluation Metrics,View Booking and Trip/Zone Utilization Report,View Booking and Trip/Zone Utilization Report,To Do,Sprint 5,Stretch,Should Have,5,2026-09-20,2026-10-03,"CTMS-33, CTMS-40, CTMS-45, CTMS-49",/file/spec/ctms-122-view-booking-and-trip-zone-utilization-report.md,,,"Filter by time; show booking count, Trip fill rate, tents/people held by zone and date, cancellation rate, and estimated revenue; do not report by campsite slot.",
