story_id,jira_story_key,epic,story_title,story_title_vi,status,sprint,commitment,priority,story_points,start_date,end_date,dependency,spec_ref,task_ids,business_rules,acceptance_criteria,linked_items
CTMS-75,,EPIC 10. GPS Navigation and Route Deviation,Warn When User Deviates from Route,Warn When User Deviates from Route,To Do,Sprint 4,Committed,Must Have,13,2026-09-06,2026-09-19,"CTMS-73, CTMS-74",/file/spec/ctms-75-warn-when-user-deviates-from-route.md,,,"Calculate distance to the route; warn only after multiple consecutive samples; support vibration, sound, and offline popup.",
CTMS-76,,EPIC 10. GPS Navigation and Route Deviation,Automatically Detect Checkpoint Arrival,Automatically Detect Checkpoint Arrival,To Do,Sprint 4,Stretch,Must Have,8,2026-09-06,2026-09-19,"CTMS-20, CTMS-74",/file/spec/ctms-76-automatically-detect-checkpoint-arrival.md,,,Confirm when entering the checkpoint radius; save time and location; avoid duplicate recognition.,
CTMS-77,,EPIC 10. GPS Navigation and Route Deviation,Show Direction and Distance Back to Route,Show Direction and Distance Back to Route,To Do,Sprint 4,Stretch,Should Have,8,2026-09-06,2026-09-19,CTMS-75,/file/spec/ctms-77-show-direction-and-distance-back-to-route.md,,,"Show nearest point on route, distance, and suggested movement direction.",
CTMS-78,,EPIC 10. GPS Navigation and Route Deviation,Adjust GPS Sampling Frequency,Adjust GPS Sampling Frequency,To Do,Sprint 4,Stretch,Should Have,8,2026-09-06,2026-09-19,CTMS-74,/file/spec/ctms-78-adjust-gps-sampling-frequency.md,,,"Frequency changes based on movement state, battery, and danger level; important alerts must not be missed.",
CTMS-79,,EPIC 10. GPS Navigation and Route Deviation,Warn When Progress Is Delayed,Warn When Progress Is Delayed,To Do,Sprint 4,Stretch,Could Have,8,2026-09-06,2026-09-19,CTMS-76,/file/spec/ctms-79-warn-when-progress-is-delayed.md,,,Compare ETA with actual time; show the nearest safe checkpoint and recommendation.,
CTMS-80,,EPIC 11. Buffer and Synchronization,Store GPS Logs Locally When Offline,Store GPS Logs Locally When Offline,To Do,Sprint 4,Committed,Must Have,8,2026-09-06,2026-09-19,CTMS-74,/file/spec/ctms-80-store-gps-logs-locally-when-offline.md,,,GPS logs are saved to the local database; data is not lost when the app is closed or restarted.,
CTMS-81,,EPIC 11. Buffer and Synchronization,Automatically Sync GPS When Connection Returns,Automatically Sync GPS When Connection Returns,To Do,Sprint 4,Committed,Must Have,8,2026-09-06,2026-09-19,CTMS-80,/file/spec/ctms-81-automatically-sync-gps-when-connection-returns.md,,,"pending/synced/failed status is saved in the phone local database. The server stores only successfully received GPS logs, including captured_at when the phone recorded GPS and received_at when the server received it. sync_batches.status tracks the result of the whole batch.",
CTMS-82,,EPIC 11. Buffer and Synchronization,Prevent Duplicate GPS Log Submission,Prevent Duplicate GPS Log Submission,To Do,Sprint 4,Committed,Must Have,5,2026-09-06,2026-09-19,CTMS-81,/file/spec/ctms-82-prevent-duplicate-gps-log-submission.md,,,"Each GPS log has a UUID generated on mobile before local save. During sync, the server performs INSERT ... ON CONFLICT (id) DO NOTHING. The same GPS log must not be recreated even if it appears in another batch.",
CTMS-83,,EPIC 11. Buffer and Synchronization,Retry Failed Synchronization,Retry Failed Synchronization,To Do,Sprint 4,Committed,Must Have,5,2026-09-06,2026-09-19,CTMS-81,/file/spec/ctms-83-retry-failed-synchronization.md,,,Apply exponential backoff; limit retry count; do not block user actions.,
CTMS-84,,EPIC 11. Buffer and Synchronization,View Latest Synced Location of Each Member,View Latest Synced Location of Each Member,To Do,Sprint 4,Committed,Must Have,8,2026-09-06,2026-09-19,CTMS-81,/file/spec/ctms-84-view-latest-synced-location-of-each-member.md,,,"Show location, time, battery, last checkpoint, and ""Last seen X minutes ago"".",
CTMS-85,,EPIC 11. Buffer and Synchronization,View Device Synchronization Status,View Device Synchronization Status,To Do,Sprint 4,Stretch,Should Have,3,2026-09-06,2026-09-19,CTMS-81,/file/spec/ctms-85-view-device-synchronization-status.md,,,"Show pending log count, last sync time, and errors if any; provide a retry button.",
